web_link,building_location,building_location_link,building_type,price,date_posted,rental_attr,neighbourhood,raw_description
https://ottawa.craigslist.org/apa/d/ottawa-penthouse-1bedden-1bath-condo/7148024315.html,200 Besserer St,"https://www.google.com/maps/search/45.427537,-75.686123",/ 1br - 745ft,$2100,2020-06-25T06:52:39-0400,"c(""1BR / 1Ba"", ""745ft2"", ""available aug 1"", ""condo"", ""w/d in unit"", ""no smoking"", ""attached garage"", ""wheelchair accessible"")",(200 Besserer St #1208),"FEATURES

Price: $2,100.00
Location: 200 Besserer St #1208, Ottawa, ON K1N 0A7
Bedrooms: 1 + Den/Office
Bathrooms: 1
Square Feet: 745
Pets Allowed? No pets allowed
Smoking Allowed? No
Furnished: No
Date Available: August 1st, 2020 (or potentially before)
________________________________________
Description:

Beautiful 1 bedroom + den/1 bathroom top floor/penthouse with Western view of historic Sandy Hill neighbourhood, 10’ flat ceilings, hardwood flooring, high baseboards, 1 full bathroom, front foyer, open kitchen with granite count tops, breakfast bar, full size laundry (in bathroom), dining/living room combination with access to balcony, master bedroom with cheater door access to bathroom. 

Central air conditioning/heating.  1 spot underground parking included. 

No smoking. No pets allowed. 

The building features amenities including a gym, salt water lap pool, sauna, indoor and outdoor lounge areas, BBQ patio, located just off the main roads, easy access to new light rail, shopping, coffee shops, grocery stores, eateries, bike paths and the Rideau canal. Just four blocks over you are in the downtown core and within walking distance of restaurants, the Rideau Centre, University of Ottawa, the Museum of Art, Parliament Hill, Byward Market, and much more. 

$2,100/month + Hydro (Heat and Water/Sewer included). First & Last w/credit App approval. 

Condo is available for move in August 1st (or potentially before). Reply to this Ad today to view the property. 

Full Video Walkthrough: https://www.youtube.com/watch?v=GdU2zFM0VDM&feature=youtu.be
________________________________________
What is included?
•	Laundry
   Location: Private In-Suite
   Cost: Private - Tenant's Utilities
•	Outdoor Spaces:
   Fenced Yard: None
   Patio Access: Yes, private balcony
•	Building Details
   Elevator: Yes
   Wheelchair Access: Yes
   Gym: Yes
   Indoor Pool: Yes
   Sauna: Yes
   BBQ Patio: Yes
•	Parking Spots (comments/price):
  Parking: 1 spot(s) included (1 indoor garage spot)"
https://ottawa.craigslist.org/apa/d/gloucester-lovely-home-4bed-2bath/7155967267.html,1335 Emerald Gate Ave,"https://www.google.com/maps/search/45.342162,-75.640311",/ 4br - 1750ft,$2500,2020-07-08T20:34:02-0400,"c(""4BR / 2Ba"", ""1750ft2"", ""available sep 1"", ""house"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(1335 Emerald Gate Ave),"FEATURES

Price: $2,500.00
Location: 1335 Emerald Gate Ave, Ottawa, ON K1T 1C6
Bedrooms: 4 (3 upstairs and 1 basement)
Bathrooms: 2
Square Feet: 1,750
Pets Allowed? No pets allowed
Smoking Allowed? No
Furnished: No
Date Available: September 1st, 2020
________________________________________
Description:

Come live in this beautiful 4bed/2bath home.  It features a large living room with lots of natural sunlight with hardwood throughout the main floor. Newly renovated kitchen with all stainless steel appliances.  Full bathroom on the main level right next to 3 bedrooms and main floor laundry room (washer and dryer included). Amazing basement features a large family room with a gas fireplace and wet bar, perfect for entertaining guests or family. There's also a large 4th bedroom and full bathroom in the basement. Small workshop and extra fridge and freezer in the basement. Large private backyard (no rear neighbors).

Central air (with central AC). 1 car garage + 4 car driveway.  

No smoking. No pets allowed.

Walking trail is steps away for your summer hikes and winter x-country skiing. Close proximity to grocery stores, restaurants, banks, The Southgate Shopping Centre and South Keys Cinema. Access to public transportation is in walking distance with regular and express routed commuting daily. This house is very conveniently located, 10 minutes from downtown, minutes from the airport, close access to all major transits.

$2,500/Month (+ utilities). First & Last w/credit Application approval.

House is available for move in September 1st.  Reply to this Ad to view the unit right away.

Full Video Walkthrough: https://www.youtube.com/watch?v=Wp3ISS3fb94&feature=youtu.be
________________________________________
What is included?
•	Laundry
   Location: Private In-Home (on main level)
   Cost: Private - Tenant's Utilities
•	Outdoor Spaces:
   Use of Yard: Yes, private
   Fenced Yard: Not fenced
   Patio Access: Yes, landscaping area
•	Building Details
   Elevator: No
   Wheelchair Access: No
•	Parking Spots (comments/price):
  Parking: 5 spot(s) included, 1 single car garage + 4 car driveway"
https://ottawa.craigslist.org/apa/d/ottawa-luxurious-1-bedroom-with-parking/7157950670.html,NA,"https://www.google.com/maps/search/45.415395,-75.703858",/ 1br - ,$1995,2020-07-12T10:49:03-0400,"c(""1BR / 1Ba"", ""available sep 1"", ""apartment"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(255 Bay Street),"Luxurious condo in the heart of downtown Ottawa at The Bowery. This 1 bedroom on the sixth floor features a beautiful open concept kitchen and living room, 9ft ceilings, large closet, and a huge 20 foot south facing balcony. The unit has hardwood throughout, quartz counter tops, stainless steel appliances, and a large kitchen island. Unit comes with a parking space and storage locker. Penthouse amenities including indoor pool, sauna, fitness room, roof top terraces, and a party room. $1995/month plus Hydro. Heat, A/C, and water included. Available August or September 1st. No dogs, no smoking. Minutes away from LRT and transit. To schedule a showing, respond to Cityview Rental Services through this post. Please include your phone number and a bit about yourself. Thanks."
https://ottawa.craigslist.org/apa/d/ottawa-all-inclusive-3-bedroom-unit/7164212236.html,Haig Drive,NA,/ 3br - 1300ft,$2250,2020-07-22T19:46:31-0400,"c(""3BR / 1Ba"", ""1300ft2"", ""available aug 15"", ""house"", ""w/d in unit"", ""carport"")",(Elmvale Acres - Alta Vista),"3-bedroom, 1-bathroom Unit near the Ottawa General Hospital campus for rent, effectively August 15th. Utilities, Air Conditioning, Laundry and Parking are all included in the monthly rent. 1 year lease to start.

There are people living in the basement but they have their own private entrance, kitchen, bathroom and laundry so you will only be sharing the driveway and backyard. Please no pets due to allergies and outdoor smoking only.

Virtual tour http://m2.myvisuallistings.com/vt/296879. Showings start on August 15th and COVID-19 protocols will be in place.

5 minute drive and 25 minute walk to the Ottawa General Hospital, Children Hospital of Eastern Ontario (CHEO), The University of Ottawa Roger Guindon Hall in the Ottawa Health Sciences Centre and the Canadian Blood Services in Alta Vista.
Desirable area for International students, Medical rotations, Medical students, Pharmacy students, Dentistry students, or any Healthcare-related professionals.

Just a GREAT location all around. 10 minute drive to downtown or the Airport and TrainYards/St-Laurent shopping centre, also just 10+ minute drive to Montfort Hospital, Communications Security Establishment (CSE), Canadian Security Intelligence Service (CSIS), La Cite Collegiale, National Research Council (NRC) and Canadian Housing and Mortgage Corporation (CMHC).

Walking distance to Canterbury High School of the Arts. Spacious porch and shared backyard with no rear neighbours! Lots of parks and trails in the area.

Rental application/Background/Credit checks required. First and last month's deposit due prior to occupancy.

If interested or if you have any questions, please contact with the following information and I will get back to you as soon as possible. Thank you.

- Your name
- Your occupation
- How many people will be living in the house and relationship (room-mates, partners, kids etc)
- Do you require parking and if so how many vehicles?"
https://ottawa.craigslist.org/apa/d/ottawa-beautiful-house-available-in-new/7160770604.html,MACKAY STREET near Dufferin,NA,/ 3br - 2325ft,$4200,2020-07-17T00:39:22-0400,"c(""3BR / 3.5Ba"", ""2325ft2"", ""available aug 1"", ""dogs are OK - wooof"", ""house"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Ottawa),"Contemporary architecturally designed home located directly across from Governor General’s grounds (Rideau Hall).  Sought after New Edinburgh location is convenient to schools, parks, churches and shops. Open concept living on ground floor.  Patios and decks on all three levels. Hardwood floors through out. Wood burning fireplace. Full unfinished basement great for storage. 

Recently renovated kitchen opens to bright tv room. Door to side yard off kitchen. 
Triple glazed sliding doors in tv room provide access to deck in back yard. High end appliances.
Laundry is off kitchen, as is a small powder room. 

Master bedroom with door to deck, an ensuite bathroom, a walk-in closet and additional closets that run entire length of one wall.

Lot size: 30 frontage x 77.5 depth

Pets welcome!"
https://ottawa.craigslist.org/apa/d/gatineau-charming-quiet-heritage-semi/7164111029.html,Cathcart St near Sussex,"https://www.google.com/maps/search/45.443797,-75.737318",/ 2br - 820ft,$1995,2020-07-22T16:47:46-0400,"c(""2BR / 1Ba"", ""820ft2"", ""available aug 1"", ""cats are OK - purrr"", ""apartment"", ""w/d in unit"", ""no parking"")",(central downtown),"• 1860’s Heritage semi on a quiet one way street, away from restaurents and bars. Quiet neighbours.
2 bedrooms
Living room
Bright eat-in kitchen with French door to court yard and English garden
Front porch
High ceilings
Wood floors
5 Appliances; fridge, stove, dishwasher, washer. dryer
A/C
Walking distance to everything downtown; The Byward Market, Parliament, Global Affairs, NAC, National Gallery etc
• would suit single professional or couple, small well behaved dog or cat ok
• NON-SMOKERS ONLY
Street parking"
https://ottawa.craigslist.org/apa/d/ottawa-house-for-rent-in-ottawa/7157256722.html,57 near Young st,NA,/ 3br - 1100ft,$2999,2020-07-11T00:27:03-0400,"c(""3BR / 3Ba"", ""1100ft2"", ""\n                        saturday 2020-07-18\n                    "", ""furnished"", ""townhouse"", ""laundry on site"", ""no smoking"", ""attached garage"")",(Little Italy Ottawa),"Townhouse In The Heart Of Little Italy With Steps To Dows Lake! This Home Has 3 Beds, 3 Full Baths, High Efficiency Appliances Including Gas Fire Place, One Car Garage, And Beautiful Hardwood Floors. Enjoy An Open, Modern Concept Designed By Barry Hobin. Offering Spacious Living While Close To All Amenities, Bike Paths, And Cultural Areas Such As Hintonburg, Glebe, And Chinatown.
Extras:Equipped With A Front Patio For Enjoying The Hot Ottawa Summer And Back Patio With Gas Line Perfect For Barbequing.
For More Information 
Please Contact Mr Robinson Text or Call @"
https://ottawa.craigslist.org/apa/d/gatineau-short-term-furnished-corporate/7164382540.html,563 boul Maloney east near sabourin,NA,/ 1br - ,$1350,2020-07-23T08:33:43-0400,"c(""1BR / 1Ba"", ""available jul 31"", ""furnished"", ""apartment"", ""laundry in bldg"", ""off-street parking"")",(563 boul maloney east),"business or pleasure ,short or long term ,1 bedroom apt. fully furnished ,cable ,internet ,hydro ,next to bus stop and near food stores and others .1 parking , 
 
3 month minimum starting today  bus routes # 74/ 84/ 96/97 STO

DISPONIBLES POUR COURTE OU LONGUE DUREE, A PROXIMITE DE LIGNES DE BUS ET MAGASINS D'ALIMENTATION, ET D'AUTRES. PARKING ET INTERNET INCLUS."
https://ottawa.craigslist.org/apa/d/ottawa-3-bedroom-centretown-apartment/7152903954.html,Frank St near O'Connor St,"https://www.google.com/maps/search/45.413197,-75.692625",/ 3br - 850ft,$2100,2020-07-03T12:58:32-0400,"c(""3BR / 1Ba"", ""850ft2"", ""available aug 1"", ""cats are OK - purrr"", ""apartment"", ""laundry in bldg"", ""no smoking"", ""street parking"")",(Centretown),"Large, bright unit in a well maintained, secure building conveniently located near the University of Ottawa, Bank St, Elgin St, and many other amenities. Unit features 3 big bedrooms, living room with oversized windows, hardwood and laminate flooring throughout, and a large private balcony. Rent includes heat and water. Laundry is on-site.

Available to view by appointment at  
 (TEXT ONLY PLEASE).

Please see our video tour! https://youtu.be/Oxj4WJIlTHA

Available August 1st."
https://ottawa.craigslist.org/apa/d/ottawa-gotham-condo-most-wanted/7146938936.html,NA,NA,/ 1br - ,$1050,2020-06-23T11:54:49-0400,"c(""1BR / 1Ba"", ""apartment"")",(Ottawa),"uartz counter tops and brand new stainless steel appliances in the kitchen. Large balcony comes ready with gas BBQ hookup. In-suite stackable, high efficiency washer and dryer. Executive Concierge services in lobby, security communication system and surveillance cameras in the main entrance, lobby and garage"
https://ottawa.craigslist.org/apa/d/ottawa-updated-byward-market-2-bedroom/7162578881.html,186 Bolton Street,"https://www.google.com/maps/search/45.434464,-75.694191",/ 2br - 900ft,$1950,2020-07-20T09:47:13-0400,"c(""2BR / 1Ba"", ""900ft2"", ""available sep 1"", ""apartment"", ""w/d in unit"", ""no smoking"")",(Lowertown),"Charming modern interior in this fully updated spacious unit with all the warmth and character of the historic area that surrounds it. Best of all worlds, you'll have the quality lifestyle of the urban city at your fingertips, with easy access from this incredibly quiet neighborhood nestled into Lowertown. This century building received a full and high quality makeover with attention to every detail. The unit boasts hardwood, granite and beautiful cabinetry. In unit W/D and a cleverly designed layout with two bedrooms (nestled nicely into the back area. The apartment has the only private access to a huge, modern dry basement space for additional storage or personal use. Easy on all the senses with pot lights, high quality windows doors and a fabulous bathroom. Attention to detail perfect for the discerning tenant looking for warmth, style and location.  Walk Score 85!  https://www.walkscore.com/score/186-bolton-st-ottawa-on-canada  
Available Sept 1st. Please text or Whatsapp Patrick @  
 for additional information and to arrange a viewing."
https://ottawa.craigslist.org/apa/d/ottawa-furnished-equipped-2-bedroom-2/7162584319.html,64 St Andrew Street near Parent,"https://www.google.com/maps/search/45.431076,-75.695822",/ 2br - 800ft,$2150,2020-07-20T09:56:26-0400,"c(""2BR / 2Ba"", ""800ft2"", ""available oct 1"", ""furnished"", ""apartment"", ""w/d in unit"", ""no smoking"")",(Byward Market - Lowertown),"Fully or partially furnished 2 bedroom 2 bath with access from a private, exclusive use entry. Available October 1st. You'll find Comfort and Style in the heart of the Byward Market only one block from Sussex Drive and an easy stroll to the city's most desirable amenities, including Parks and River pathways. This unit is recently renovated and fully updated with top quality finishing, designed with respect for it's historic origins. High ceilings, hardwood, pot lights, (baths including the master en-suite), two large bedrooms. Five appliances, including W/D, granite and stainless steel. Enjoy all the bells and whistles in this apartment which also feels genuinely like a private home in the heart of the City. Walk Score 90!!
https://www.walkscore.com/score/64-saint-andrew-st-ottawa-on-canada

Please contact Patrick by text or Whatsapp @ 
 for additional information and to arrange a viewing."
https://ottawa.craigslist.org/apa/d/ottawa-3-bedroom-2-bath-furnished-house/7162647670.html,37 Henderson Ave near Laurier,"https://www.google.com/maps/search/45.424949,-75.681370",/ 3br - 1800ft,$2400,2020-07-20T11:30:18-0400,"c(""3BR / 2Ba"", ""1800ft2"", ""available sep 1"", ""furnished"", ""house"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Sandy Hill),"Furnished and ready for occupancy. Here's an opportunity to have a full house with three bedrooms, two bathrooms on two levels that is tastefully and completely decorated. It comes complete with its own office, including three separate study pods. The house has a large, lovely functional kitchen with modern appliances, hardwood floors and a unique configuration for privacy of bedrooms on the second floor. Suitable for committed academics, young professionals who want a sense of space and Independence. $2,400 a month plus utilities.  Walk Score 85!!
https://www.walkscore.com/score/37-henderson-ave-ottawa-on-canada

Available on September 1st.  Please Text or Whatsapp to  
 for additional information and to arrange a viewing."
https://ottawa.craigslist.org/apa/d/ottawa-urban-ottawa-upper-level/7164477170.html,39 Henderson Ave near Laurier,"https://www.google.com/maps/search/45.424905,-75.681332",/ 3br - 1100ft,$2350,2020-07-23T11:21:07-0400,"c(""3BR / 1Ba"", ""1100ft2"", ""available sep 1"", ""cats are OK - purrr"", ""apartment"", ""no laundry on site"", ""off-street parking"")",(39 Henderson Ave),"Uniquely and fully furnished 3 bedroom in the heart of Sandy Hill; only minutes to the canal, Byward Market or Parliament on foot. Upper-level, filled with sunshine. Literally in the historic campus of Uottawa on a quiet charming block. 3 full and equally sized bedrooms and a large bathroom. The front room feels self-contained for quiet moments away from the sleeping area. Decently updated in an older building with charm and patina.  
 Walk Score 85!!  https://www.walkscore.com/score/39-henderson-ave-ottawa-on-canada

Available September 1st and suitable for either city professionals or mature/ devoted academics. Rent includes water, heat and Wi-Fi. Please email here, or WhatsApp  
 or text  
."
https://ottawa.craigslist.org/apa/d/stittsville-kanata-new-townhouse-4-bdrm/7164491426.html,HARMATTAN AVE,"https://www.google.com/maps/search/45.291041,-75.914927",/ 4br - 2000ft,$2150,2020-07-23T11:41:05-0400,"c(""4BR / 4Ba"", ""2000ft2"", ""available sep 1"", ""apartment"", ""w/d in unit"", ""attached garage"")","(Kanata, Fairwinds)","Be the first one to move into this Brand New virus free property! The property is located in the neighborhood of Fairwinds in Kanata, easy access to 417, very close to Tanger outlet, Canadian Tire center, Costco, Kanata Centrum shopping plaza and a few minutes drive to DND new campus.
This is a four-bedroom four-bathroom double car garage three storey rear lane townhouse with about 2000 sqft living space currently under construction and will be completed in August. There are two large master bedrooms both with their own spacious ensuite bathrooms. Two other bedrooms share a main bath. One master bedroom is on main floor and three others are on the third floor. 2nd floor comes with the kitchen, living dinning and powder room. Roof top terrace balcony is more than 200 sqft on top of the double car garage. Unfinished basement could be used as a storage place. The property layout is very suitable for a large family. This house is built by renowned builder Mattamy Homes and designed by interior designers with high quality finishes such as stained maple kitchen cabinets, modern hardwood railings, contemporary elegant Luxury Vinyl Plank ﬂoors in kitchen, living, laundry room, all bathrooms and main hall way, 9 feet high ceiling on the main floor, and cellphone controlled smart garage door opener. Stainless steel appliances include fridge, stove, dishwasher, range top microwave, and steam washer & dryer (yes the most expensive ones!)
Owner occupancy date is END OF AUGUST.  Available for rent September 1st. No Showings at this moment since the builder is completing the construction. Rent price for a single family is $2,150 plus utilities (electricity, water, gas and hot water tank rental). Tenant must have excellent credit score and stable income. Tenants take care of the snow removal and grass cutting. Price applies to a single family only. No dogs please.  Call  
 for more information or email for the inquiries."
https://ottawa.craigslist.org/apa/d/ottawa-house-rental/7161618846.html,970 SHAMIR AVENUE near SHAMIR AVENUE,NA,/ 2br - ,$1250,2020-07-18T13:13:19-0400,"c(""2BR / 1Ba"", ""cats are OK - purrr"", ""dogs are OK - wooof"", ""furnished"", ""house"", ""w/d in unit"", ""attached garage"", ""wheelchair accessible"")",(Ottawa),"PROPERTY INFORMATION:
Welcome to your new home located in a quiet neighbourhood just minutes from CHEO, General Hospital, Canadian Blood services, Elmvale mall, Trainyards and just a short distance to downtown. This open concept apartment has a private entrance and utilizes the entire lower level of the bungalow with around 980 sq/ft of living space. The unit features pot lights throughout the living areas, two bedrooms, 1 bathroom and private laundry. The modern custom kitchen is bright, functional and includes all appliances. 2 parking spots included. Lower level unit only with separate entrance. Tenants upstairs."
https://ottawa.craigslist.org/apa/d/ottawa-furnished-3-bdrm-house-near/7164635084.html,NA,NA,/ 3br - 750ft,$2700,2020-07-23T14:54:06-0400,"c(""3BR / 1Ba"", ""750ft2"", ""available aug 8"", ""furnished"", ""house"", ""w/d in unit"", ""no smoking"", ""street parking"")",(Old Ottawa East),"Available starting August 8 2020.
Short term lease available.

- fully furnished and equipped. Just bring your clothes!
- no pets, no smokers, no exceptions.
- hardwood floors throughout
- 3 generous bedrooms upstairs; living, dining + kitchen on main floor.
- back yard bar-b-q
- free internet may be available
- new a/c, new boiler.

DISTANCES:
- 10 min walk to Smyth transitWay bus station
- 10 min walk to Riverside transitWay bus station
- 15 min bus to downtown
- 10 min bike / 35 min walk to Ottawa Univ.
- 10 min walk to Riverside Hospital
- 10 min bike / 30 min walk to Ottawa General Hospital
- 15 min walk to Riverside Hospital
- 15 min walk to St-Paul University
- 15 min bus to Ottawa General Hospital
- 15 min walk to Landsdown park (using new pedestrian bridge!)
- 15 min bike / 40 min walk to Carleton U
- 30 min walk to Ottawa City Hall"
https://ottawa.craigslist.org/apa/d/ottawa-330-mcleod-fully-furnished/7164545374.html,NA,NA,/ 1br - ,$1500,2020-07-23T12:53:45-0400,"c(""1BR / 1Ba"", ""available sep 1"", ""furnished"", ""apartment"", ""laundry on site"", ""no smoking"", ""wheelchair accessible"")","(Ottawa, Ontario)","330 McLeod Furnished All-Inclusive Living

Welcome to our engaging and collaborative community designed
for professionals and the mature millennial. This new community offers fully furnished private bachelor units with private en-suite bathrooms, stylish work and living spaces. All utilities as well as internet are included. Residents will share and interact with each other in dedicated social and communal living spaces including a fully stocked kitchen, lounges located on each floor and a large social and TV lounge on the main floor. 

Community Amenities:

•	Private Bachelor units with private en-suite bathrooms
•	Fully furnished units with high end furniture and smart TV
•	All utilities and WIFI included
Shared lounges and social spaces on each floor
•	Business Centre with printers and computers
•	Bike Room and mail/package storage
•	On-site management
•	Onsite Parking 
•	Housekeeping services available
•	Laundry lounge and dry-cleaning service
•	Secure access and monitoring
•	Monthly community activities"
https://ottawa.craigslist.org/apa/d/vanier-2-bedroom-model-available-for/7164637419.html,NA,"https://www.google.com/maps/search/45.431691,-75.652344",/ 2br - ,$1295,2020-07-23T14:57:12-0400,"c(""2BR / 1Ba"", ""available nov 1"", ""cats are OK - purrr"", ""dogs are OK - wooof"", ""apartment"", ""laundry in bldg"", ""off-street parking"")",(Ottawa),"HOURS OF OPERATION
Monday to Friday: 9am-Noon, 1pm-5pm 

PLEASE BE ADVISED, during COVID-19 we have stopped face to face showings. Please check out our Facebook page to see virtual video tours, or pictures of upcoming units. 

Experience a private, park-like community setting that is quiet, clean and close to all amenities. 

Model D – 2 Bedroom 
Rent $1295.00
* Includes heat and hot water (hydro is extra) 
* Unit offers a large master bedroom and a large second bedroom (slightly smaller in comparison), lots of in-unit storage and a large eat-in kitchen
* Unit has a balcony
* Located on the 2nd Floor of a 3 story walk up 
* Only available for November 1st, 2020 

UNIT AMENITIES
* Full living room and kitchen
* Self-defrosting fridge 
* Stove 
* Mini blinds 
* Hardwood and tile flooring 

BUILDING AMENITIES
* Conveniently located - walk score of 87/100 
* Member of the Crime Free Multi Housing Program with the Ottawa Police Services (all applicants 17+ must submit and pass a criminal record check) 
* Parking available for $35 per month, per car 
* Security key and intercom access 
* On-site laundry 

* Sample pictures included are of our Model D Unit. Please visit our website (villagemillcraft.ca) or our Facebook Page (facebook.com/village.millcraft.apartments) to see more pictures, floor plans and virtual tours!"
https://ottawa.craigslist.org/apa/d/ottawa-furnished-loft-near-downtown/7164638789.html,NA,NA,/ 1br - 750ft,$1500,2020-07-23T14:59:12-0400,"c(""1BR / 1Ba"", ""750ft2"", ""available aug 9"", ""\n                        sunday 2020-08-16\n                    "", ""furnished"", ""apartment"", ""w/d in unit"", ""no smoking"", ""street parking"")",(Old Ottawa East),"Available starting August 9 or 16 2020. 
Short term lease available.

- fully furnished and equipped. Just bring your clothes!
- no pets, no smokers, no exceptions.
- back yard bar-b-q
- free internet may be available 

DISTANCES:
- 10 min walk to Smyth transitWay bus station
- 10 min walk to Riverside transitWay bus station
- 15 min bus to downtown
- 10 min bike / 35 min walk to Ottawa Univ.
- 10 min walk to Riverside Hospital
- 10 min bike / 30 min walk to Ottawa General Hospital
- 15 min walk to Riverside Hospital
- 15 min walk to St-Paul University
- 15 min bus to Ottawa General Hospital
- 15 min walk to Landsdown park (using new pedestrian bridge!)
- 15 min bike / 40 min walk to Carleton U
- 30 min walk to Ottawa City Hall"
https://ottawa.craigslist.org/apa/d/stittsville-apartment-condo-for-rent/7164876796.html,960 Teron Rd near Campeau Dr,"https://www.google.com/maps/search/45.322439,-75.889814",/ 2br - ,$2195,2020-07-23T22:15:26-0400,"c(""2BR / 2Ba"", ""available nov 1"", ""condo"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Kanata),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Landlord pays
HWT Rental: Landlord pays
INCLUDED: Gym, Indoor Hot Tub, Outdoor Pool, Sauna, Window Coverings, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Kanata. This 2 bed, 2 full bath UPGRADED Condo in ""The Atriums"" is for rent. Available Nov 1st! The kitchen has been completely renovated and offers granite counter tops, breakfast bar and stainless steel appliances. Bright open concept living and dining room leads to a sun filled atrium with an electric fireplace. South/West exposure! Master bedroom is spacious with wall closets and a modern 3-piece ensuite. Second bedroom is of good size w/ Murphy's bed. Main bathroom has double sinks and step-in bathtub. In-suite laundry. One underground parking spot and storage locker included! Fantastic amenities include: Outdoor pool, Tennis court, Bike room, Hobby room/workshop, Library, Barbecues/Picnic area, Indoor Racquet/Squash courts, Exercise Centre, Hot tub, Sauna and Games Room. Elevators in building. Great neighborhood, close to HWY, Transit/Park & Ride, Schools, Library, Kanata Town Centre, Kanata Rec Centre, Canadian Tire Place and so much more! NO PETS OR SMOKING PLEASE!"
https://ottawa.craigslist.org/apa/d/orleans-new-built-lower-level-of-duplex/7161524557.html,1505B Boyer Rd near Jeanne D Arc Blvd South,"https://www.google.com/maps/search/45.463058,-75.530613",/ 2br - ,$1500,2020-07-18T11:01:59-0400,"c(""2BR / 1Ba"", ""available sep 15"", ""apartment"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Orleans),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: None
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Grass Cutting, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Orleans. Lower level 2 bedroom, 1 full bathroom Apartment of a duplex for rent. This apartment features 9 ft ceilings, a modern kitchen with granite counter tops, lots of cupboards, and stainless steel appliances. Laminate flooring can be found throughout. The master bedroom is spacious and second bedroom of good size! Laundry in unit. One exterior parking spot included. Close proximity to HWY, transit, restaurants, shopping, parks, schools and so much more! No smoking!"
https://ottawa.craigslist.org/apa/d/orleans-new-built-lower-level-of-duplex/7161528827.html,1507B Boyer Rd near Jeanne D Arc Blvd South,"https://www.google.com/maps/search/45.463931,-75.531171",/ 2br - ,$1500,2020-07-18T11:08:18-0400,"c(""2BR / 1Ba"", ""available sep 15"", ""apartment"", ""w/d in unit"", ""no smoking"", ""off-street parking"")",(Orleans),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: None
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Grass Cutting, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Orleans. Lower Level 2 bedroom,1 full bathroom Apartment of a duplex for rent. This apartment features 9 ft ceilings, a modern kitchen with granite counter tops, lots of cupboards, and stainless steel appliances. Laminate flooring can be found throughout. The master bedroom is spacious and second bedroom of good size! Laundry in unit. One exterior parking spot included. Close proximity to HWY, transit, restaurants, shopping, parks, schools and so much more! No smoking!"
https://ottawa.craigslist.org/apa/d/gloucester-townhouse-for-rent-ottawa/7164880530.html,1001 Cedar Creek Dr near Miikana Rd,"https://www.google.com/maps/search/45.311847,-75.593398",/ 4br - ,$2500,2020-07-23T22:26:49-0400,"c(""4BR / 2.5Ba"", ""available nov 13"", ""townhouse"", ""w/d in unit"", ""no smoking"", ""attached garage"")",(Findlay Creek),"UTILITIES
Heating: Natural Gas: Tenant pays
Cooling: Central Air
Hydro: Hydro Ottawa: Tenant pays
Water: City of Ottawa: Tenant pays
HWT Rental: Tenant pays
INCLUDED: Window Coverings, Refrigerator, Stove, Dishwasher, Washer, Dryer
Ottawa, Findlay Creek. This 4 bedroom, 2.5 bathroom Townhouse is for rent! This House features a bright and modern kitchen with ample cupboards, pantry and stainless steel appliances. Kitchen opens to living/dining room! Lots of windows and GAS fireplace! Hardwood on main floor!!! The master bedroom is spacious with walk-in closet and en-suite. Secondary bedrooms are of good size! Carpets in Bedrooms. Laundry on second floor, conveniently close to bedrooms! Fully finished lower level with storage. Carpet in Basement. Central Air. Backyard offers a deck. Double Car garage. Close proximity to Restaurants, Shopping, Parks, Schools, Airport, Rideau Carleton Raceway and more!"
https://ottawa.craigslist.org/apa/d/nepean-superb-3bdrm-for-rent-nepean/7161402485.html,NA,NA,/ 3br - ,$2600,2020-07-18T02:54:00-0400,"c(""3BR / 1Ba"", ""available jan 1, 2050"", ""apartment"", ""laundry in bldg"", ""attached garage"")",(Nepean),"Located on Timberline Private near Cresthaven Dr in Nepean, Very nice three bedrooms for rent. Lease it from January, $ 2,600.00 rent. Ask about our parking spaces.
http://www.caprent.com/apartments-for-rent/ottawa-on/timberline/"
