,adId,url,address,province,latitude,longitude,rent,utilities,description,Furnished,Bathrooms,Bedrooms,For Rent By,Pet Friendly,Water,Heat,Hydro,Agreement Type,Parking Included,Accessible Washrooms in Suite,Audio Prompts,Braille Labels,Elevator in Building,Storage Space,Internet,Cable / TV,Visual Aids,Barrier-free Entrances and Ramps,Bicycle Parking,24 Hour Security,Concierge,Pool,Gym,Smoking Permitted,Balcony,Yard,Air Conditioning,Fridge / Freezer,Dishwasher,Laundry (In Building),Laundry (In Unit),Wheelchair accessible,building_access,laundry,Unit Type,Size (sqft),Virtual Options,Term Agreement,Move-In Date
1477,1513013187.0,https://www.kijiji.ca/v-apartments-condos/ottawa/2-bedroom-condo-kanata-south-1st-september/1513013187,"30 Jaguar Private, Ottawa, ON, Canada",ontario,45.266017299999994,-75.8866819,1750.0,,"Available for September 1st 2020, Cost $1750/month with 1050 square feet of living space.

Beautiful condo in Kanata South established community.

2 bedrooms, 2 bathrooms – Large and bright rooms.

Large master bedroom with En-suite and walk in. Open concept with 9 ft ceiling

Parking included with plenty of visitor parking

Included in rental unit: Stove, fridge, dishwasher, hood Microwave, washer & dryer and A/C.

First and last month deposit required on a 1-year term.

Credit check, income verification and reference needed.

Utilities are extra (gas, hydro). Water included

Proof of tenant insurance required.

Less than 5 minutes to Walmart, Canadian Tire Center, Super store, Metro and close to public school, parks and restaurants.

10 minutes drive to highway and Eagleson Park&Ride for bus. 13 minutes drive to DND

Virtual tour available. Only serious inquiries will view property",No,2.0,2,Owner,Limited,Yes,No,No,1 Year,1,No,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Outdoors only,Yes,No,Yes,Yes,Yes,No,Yes,No,,,Condo,,,,
1478,1513008813.0,https://www.kijiji.ca/v-apartments-condos/ottawa/house-for-rent-westboro-ottawa/1513008813,"709 Broadview Ave, K2A 2M3, Ottawa, ON",ontario,45.3795778,-75.7555761,2900.0,,"Enjoy living in this attractive, custom-built, 3+1 bedroom home in sought-after McKellar Heights close to schools, Westboro shopping, and

recreation (Dovercourt Community Centre). Set on a beautifully landscaped corner, this property features hardwood floors throughout the

living/dining and bedroom areas with solid oak frames and wood trim throughout. The bright, spacious living room has a wood-burning fireplace and

leads into the sunny, dining room with corner windows. The renovated lower level features a spacious, bright bedroom, a 3-pc Bathroom and a large recreation room. This home is well located in a school area with a short walk (1 min) to Notre Dame HS (5 minutes) to Broadview Public School/Nepean High School, a 10 minute walk to Westboro shopping and dining. Perfect for professionals' family

needing quick access to Civic and Queensway Carlton hospital. Easy Queensway access for East and West commutes.",No,2.0,4,Owner,Limited,No,No,No,1 Year,3+,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,Yes,Yes,Yes,Yes,No,Yes,No,,,House,,,,
1479,1512999646.0,https://www.kijiji.ca/v-apartments-condos/ottawa/fully-furnished-1-bdrm-lower-level/1512999646,"K1K1X4, Canada",ontario,45.4248916,-75.65879819999998,1700.0,,"This newly built 1 bdrm is fully furnished is located near universities, RCMP, CHEO, General, CSIS and LRT.
Also paths and water near by. Asking $1700 all inclusive!! You also have your own laundry, Internet, television and separate entrance in a true duplex. Available August 1, 2020. Don’t miss out. Minimum 6 month lease location - St Laurent/River Rd",Yes,1.0,1,Owner,Limited,Yes,Yes,Yes,Month-to-month,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,,Duplex/Triplex,,,,
1480,1512998511.0,https://www.kijiji.ca/v-apartments-condos/ottawa/whole-house-for-rent-5-7rooms/1512998511,"K1V7Y3, Canada",ontario,45.3586811,-75.65211790000001,2999.0,,"Southkey semi house for rent. Two parking lot in the driveway. Close to Smart Centre Ottawa South, 5mins walking distance to one of the biggest bus stations, with 40,90,92,93,96,97,98,197,299,304 and etc buses available. Close to Cineplex, Walmart, roots factory store, Homesense, Marshall’s, winner, loblaw and etc for just 5-10 minutes walking. It’s the perfect place to live!!!!
All rooms have basic furniture as bed, closest, desk, chair and bookshelf. If you prefer use your own furniture you can as well.
Prefer rent the whole house together but accept single room for rent as well.
Price per room will be around 500-600/month with everything included.

Call or text me at 613-314-6872 if you are interested!",Yes,2.5,5+,Owner,No,Yes,Yes,Yes,1 Year,2,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,,,House,,,,
1481,1502490740.0,https://www.kijiji.ca/v-apartments-condos/ottawa/one-bedroom-near-nrc-and-la-cite-college-for-rent-530-month/1502490740,"Stone Quarry Private, Ottawa, ON K1K 3Y2, Canada",ontario,45.444337,-75.62291499999998,530.0,,"One bedroom on second floor in a four bedroom townhouse is available, the room is facing south. The house is clean and quiet with big windows facing south, very sunny and bright. 2.5 bathrooms in the house. Nearby bus numbers are 12 、 15 、25.


The room will be available on August 1st, $530/month, first and last payments are required when moving in.


A quiet and clean male tenant is preferred. No symptoms of Covid-19. No smoking, no alcohol and no party allowed in the house.


Tel: 6137100379",Yes,2.5,4,Owner,No,Yes,Yes,Yes,1 Year,0,No,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,Yes,No,Yes,No,No,,,Townhouse,,,,
1482,1502560801.0,https://www.kijiji.ca/v-apartments-condos/ottawa/condo-for-rent-in-montreal/1502560801,"1375 Rue Bassin, Montréal, QC H3C 1W3, Canada",ontario,45.4906195,-73.560243,2350.0,,"Beautiful Fully Furnished 2 Bedrooms 2 bathrooms New Condo - Griffintown (Montreal)


Stunning new condo in the heart of Griffintown located near some of the best restaurant, bars and night life.


Roof Terrace, Easy access to highway 720 and a 12 minute walk to Lucien L'Allier metro and train stations. Enjoy two bedrooms, 2 bathroom, quality finishes and modern design throughout. Building offers exercise room, pool and rooftop terrace.


Street Parking available with extra fees",Yes,2.0,2,Owner,Limited,No,No,No,1 Year,0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Outdoors only,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,,,Condo,,,,
1483,1507482609.0,https://www.kijiji.ca/v-apartments-condos/ottawa/renovated-bachelor-centretown-aug-340-cooper/1507482609,"340 Cooper Street, Ottawa, ON, K2P 0G7",ontario,45.416810600000005,-75.6945825,1400.0,,"<text>    Studio - <b>05</b> - Ottawa - <b>1</b> Bathroom(s) - <b>$1,400 /mo</b>    <br></text><br><br>THE UNIT<br />Bright and spacious bachelor apartment is newly renovated, kitchen has 3 appliances (fridge, stove and dishwasher). Beautifully tiled bathroom. New wood flooring throughout. Laundry facilities available in the building. To inquire further contact Rental Services at office@fpm.ca.<br />Basement level Apartment<br />Laundry on Site<br />Recently Renovated<br />Fridge/Stove/Dishwasher<br />Large Walk-in closet<br />Electricity included in rent<br />No Parking Available    <br>    <br>        <b>UNIT INCLUDES</b>        <ul>                <li>                    <b>Electricity</b>                </li>                <li>                    <b>Heating</b>                </li>                <li>                    <b>Fridge</b>                </li>                <li>                    <b>Stove</b>                </li>                <li>                    <b>Dishwasher</b>                </li>        </ul>        <br>        <b>BUILDING INCLUDES</b>        <br>                            •  <b>Laundry Facility</b>                                        •  <b>Bus Stop Nearby</b>                    <br>        <br>    <b>BUILDING INFORMATION</b>    <br>There are 22 units in this centrally located three storey walk-up. Newly renovated upscale units include both one bedroom units and contemporary studio suites. Features include modern electric fireplaces, hardwood floors, contemporary, custom kitchens with dishwashers. Laundry facilities are available in the building.<br /><br /><br />No Parking Available<br />Close to Bus Routes<br />Close to Downtown Ottawa<br />Washer / Dryer on site<br />Professional Tenant Services    <br>    <br><text>For more info: gm3dk7bvgazdk7bwgeydsol4geydand4gnhdch@domum.rent<br><br>Rent price is subject to change without notice.<br><br>Powered by <b>BuildingStack™</b></text>",No,1.0,Bachelor/Studio,Professional,No,Yes,Yes,Yes,,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,No,No,,,Apartment,,,,
1484,1507481914.0,https://www.kijiji.ca/v-apartments-condos/ottawa/forest-ridge:-apartment-for-rent-in-centrepointe/1507481914,"2380 Baseline Road, Ottawa, ON, K2C 3J4",ontario,45.3437276,-75.779724,1649.0,,"<strong>Open House Hours: </strong><p>Open house hours currently suspended, please contact us for virtual and recorded tour options.  </p><p><strong>Offering completely <a href=""https://www.interrentreit.com/safe-rental-experience/"">contactless rentals</a>! Search, rent and move in without having to meet us in person.</strong></p><p>Forest Ridge is a beautiful apartment and townhome community located in Ottawa's desirable Centrepointe neighbourhood, sitting on over 20 acres of beautiful parkland. Stunning amenities such as an indoor pool, basketball court, gym, outdoor pool and so much more are just a few perks of choosing Forest Ridge. When you choose Forest Ridge you're selecting more than just a home, it's a lifestyle.</p><h1>CENTREPOINTE OTTAWA APARTMENTS</h1><p>Conveniently located in Ottawa's Centrepointe neighbourhood, Forest Ridge Apartments offers newly updated bachelor apartments, 1 bedroom apartments and 2 bedroom apartments as well as stunning 2 bedroom townhomes and 3 bedroom townhomes. Our residents can enjoy pure relaxation at our indoor pool, and take in the sun by the shimmering outdoor pool, or if your looking to get active, stop by our resident gym.</p><p>Our excellent Centrepointe neighbourhood and easy access to main highways and bus stops gives residents the option to discover everything Ottawa has to offer. We are just minutes from Algonquin College, College Square, IKEA and popular entertainment, dining and shopping options.</p><p>Forest Ridge has everything you could desire in an apartment rental community!</p><br /><strong>Utilities Included:</strong><br /><ul><li>Heat</li><li>Water</li></ul><br /><strong>Property Amenities</strong><br /><ul><li>Fitness Centre</li><li>Crime Free Certified Building</li><li>Secure Entrance</li><li>Storage Available </li><li>Laundry Facility</li><li>Parking</li><li>Media Room</li><li>Indoor Pool</li><li>On-Site Staff</li><li>Dog Run</li><li>Indoor Basketball Court</li><li>Playground </li><li>Visitor Parking</li><li>Games Room</li><li>24 Hour Emergency Service</li><li>Yoga Room</li><li>Outdoor Pool</li><li>Elevators</li></ul><br /><strong>Suite Amenities</strong><br /><ul><li>Ceramic floors</li><li>Microwave</li><li>Laminate Floors</li><li>Washer and Dryer Combo in Select Suites</li><li>Freshly Painted</li><li>Fridge and Stove</li><li>Dishwasher Available</li><li>Balcony</li><li>Parquet Flooring</li><li>Renovated</li><li>Pet Friendly</li><li>Stainless Steel Appliances </li></ul><br /><strong>Promotion Details</strong><br /><p><strong>One Month FREE! </strong></p><p>Special offer - one month FREE!</p><p>At select properties only</p><p>Contact us for more information</p><p>*E&OE. Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p>",No,1.0,1,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,,,Apartment,,,,
1485,1507481901.0,https://www.kijiji.ca/v-apartments-condos/ottawa/475-485-king-edward:-apartment-for-rent-in-sandy-hill/1507481901,"475 King Edward Avenue, Ottawa, ON, K1N 7N1",ontario,45.4273889,-75.6844992,1654.0,,"<strong>Open House Hours: </strong><p>Open house hours currently suspended, please contact us for virtual and recorded tour options. </p><p><strong>Offering completely <a href=""https://www.interrentreit.com/safe-rental-experience/"">contactless rentals</a>! Search, rent and move in without having to meet us in person.</strong></p><p>At 475 & 485 King Edward you can not only manage your life in upscale heritage style, but you are also right around the corner from the most dynamic section of downtown and the University of Ottawa. At 475 & 485 King Edward we offer heritage style 1 bedroom, 2 bedroom and 3 bedroom apartments. The convenience of our downtown location makes 475 & 485 King Edward an address that you will love calling home.</p><p>Located in Sandy Hill of downtown Ottawa, just a few blocks from the Rideau Canal, young professionals and adults are drawn to the area because of its easy access to the most exciting attractions in town. Students love the building because of its location just down the street from the University of Ottawa and minutes from the ByWard Market, home to a variety of restaurants, cafes, boutiques, and pubs.</p><p>Come visit us at 475 & 485 King Edward and see how exciting downtown life can be!</p><p>What's Nearby:</p><div><div><ul>	<li>University of Ottawa</li>	<li>Rideau Centre</li>	<li>Monfort Hospital</li>	<li>Loblaws Superstore</li>	<li>ByWard Market</li>	<li>Strathcona Park</li>	<li>OC Transpo</li></ul></div></div><br /><br /><strong>Utilities Included:</strong><br /><ul><li>Heat</li><li>Water</li></ul><br /><strong>Property Amenities</strong><br /><ul><li>Crime Free Certified Building</li><li>24 Hour Emergency Service</li><li>Fitness Centre</li><li>Secure Entrance</li><li>Storage Available </li><li>Bicycle Storage</li></ul><br /><strong>Suite Amenities</strong><br /><ul><li>Pet Friendly</li><li>Balcony</li><li>Fridge and Stove</li><li>Freshly Painted</li><li>Ceramic Floors</li><li>Stainless Steel Appliances Available</li><li>Renovated</li><li>Hardwood Available</li></ul><br /><strong>Promotion Details</strong><br /><p><strong>One Month FREE! </strong></p><p>Special offer - one month FREE!</p><p>At select properties only</p><p>Contact us for more information</p><p>*E&OE. Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p>",No,1.0,1,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,,Apartment,,,,
1486,1507481902.0,https://www.kijiji.ca/v-apartments-condos/ottawa/475-485-king-edward:-apartment-for-rent-in-sandy-hill/1507481902,"475 King Edward Avenue, Ottawa, ON, K1N 7N1",ontario,45.4273889,-75.6844992,2099.0,,"<strong>Open House Hours: </strong><p>Open house hours currently suspended, please contact us for virtual and recorded tour options. </p><p><strong>Offering completely <a href=""https://www.interrentreit.com/safe-rental-experience/"">contactless rentals</a>! Search, rent and move in without having to meet us in person.</strong></p><p>At 475 & 485 King Edward you can not only manage your life in upscale heritage style, but you are also right around the corner from the most dynamic section of downtown and the University of Ottawa. At 475 & 485 King Edward we offer heritage style 1 bedroom, 2 bedroom and 3 bedroom apartments. The convenience of our downtown location makes 475 & 485 King Edward an address that you will love calling home.</p><p>Located in Sandy Hill of downtown Ottawa, just a few blocks from the Rideau Canal, young professionals and adults are drawn to the area because of its easy access to the most exciting attractions in town. Students love the building because of its location just down the street from the University of Ottawa and minutes from the ByWard Market, home to a variety of restaurants, cafes, boutiques, and pubs.</p><p>Come visit us at 475 & 485 King Edward and see how exciting downtown life can be!</p><p>What's Nearby:</p><div><div><ul>	<li>University of Ottawa</li>	<li>Rideau Centre</li>	<li>Monfort Hospital</li>	<li>Loblaws Superstore</li>	<li>ByWard Market</li>	<li>Strathcona Park</li>	<li>OC Transpo</li></ul></div></div><br /><br /><strong>Utilities Included:</strong><br /><ul><li>Heat</li><li>Water</li></ul><br /><strong>Property Amenities</strong><br /><ul><li>Crime Free Certified Building</li><li>24 Hour Emergency Service</li><li>Fitness Centre</li><li>Secure Entrance</li><li>Storage Available </li><li>Bicycle Storage</li></ul><br /><strong>Suite Amenities</strong><br /><ul><li>Pet Friendly</li><li>Balcony</li><li>Fridge and Stove</li><li>Freshly Painted</li><li>Ceramic Floors</li><li>Stainless Steel Appliances Available</li><li>Renovated</li><li>Hardwood Available</li></ul><br /><strong>Promotion Details</strong><br /><p><strong>One Month FREE! </strong></p><p>Special offer - one month FREE!</p><p>At select properties only</p><p>Contact us for more information</p><p>*E&OE. Pricing subject to change and finishing may vary, contact Customer Care Coordinator for more info.</p>",No,1.0,2,Professional,Yes,Yes,Yes,No,1 Year,0,No,No,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,No,No,No,No,,,Apartment,,,,
1487,1507446401.0,https://www.kijiji.ca/v-apartments-condos/ottawa/111-echo-drive-2-bedroom-plus-den-apartment-for-rent/1507446401,"111 Echo Drive, Ottawa, ON, K1S 5K8",ontario,45.4100041,-75.6810151,4600.0,,"<p><strong>Welcome to 111 Echo Drive!</strong></p><p>This stunning 2 bedroom plus den (or office) in the prestigious Canal One Eleven, offers a spacious and smart layout. Stunning views of the world-famous Rideau Canal from your living room, master bedroom, den (office) and 2nd bedroom. Floor to ceiling windows offers lots of natural sunlight. Upgraded kitchen, formal dining area, large living room (can fit a grand piano!). Master bedroom with a 6 piece ensuite and lots of closet space. 2nd bedroom has its own ensuite and walk-in closet as well as a fireplace.</p><p><strong>The building itself has amazing amenities, they include:</strong><br />An indoor saltwater pool<br />Jacuzzi/hot tub<br />His and Hers saunas<br />Large gym with updated equipment<br />Party room<br />Squash court<br />Putting area for golfers</p><p><strong>Features:</strong><br />Large foyer entrance<br />Open concept living/dining room<br />Views of the Rideau Canal from the principal rooms<br />Floor to ceiling windows<br />Formal dining room with a beautiful built-in storage unit/mini bar<br />Upgraded galley kitchen with ample storage and cupboards<br />Fridge, stove, dishwasher, washer dryer included</p><p><strong>Master:</strong><br />Spacious master bedroom with a cozy reading area<br />Ample closet space<br />6 piece ensuite bathroom<br />Carpet</p><p><strong>Den(Office):</strong><br />Floor to ceiling windows<br />Overlooks the canal<br />Can include a hide a bed couch and office furniture<br />Glass doors</p><p><strong>Kitchen:</strong><br />Upgraded galley kitchen with high-end appliances<br />Tile throughout<br />Ample cupboard and counter space</p><p><strong>Formal Dining:</strong><br />Built-in wall cabinets/mini bar<br />Hardwood flooring<br />A great entertaining space!<br /><br /><strong>2nd Bedroom:</strong><br />Walk-in closet<br />Carpet<br />Views of the canal<br />2nd set of wall closets<br />Fireplace<br />En suite</p><p><strong>Living/Dining:</strong><br />Floor to ceiling windows<br />Views of the canal<br />Hardwood flooring<br />Open concept<br />""Separate"" casual dining area</p><p><strong>Available immediately. Long term lease available. $4,600.00 plus hydro (heat), 1 underground parking included as well as a large storage locker.<br />. No smoking. </strong></p><br /><strong>Utilities Included:</strong><br /><ul><li>Water</li></ul><br /><strong>Amenities</strong><br /><ul><li>1 parking included</li><li>1 storage locker included</li><li>Byward Market</li><li>Cable ready</li><li>Carpeted floors</li><li>Central air conditioning</li><li>City views</li><li>Den / Office Area</li><li>Dishwasher</li><li>Downtown Ottawa</li><li>Elevators</li><li>Ensuite bathroom</li><li>Fireplace</li><li>Fitness room</li><li>Fridge</li><li>Full Size Washer and Dryer</li><li>Hardwood floors</li><li>Heat extra</li><li>Hot tub</li><li>Hydro extra</li><li>Indoor pool</li><li>Internet ready</li><li>Microwave</li><li>Museums</li><li>No Pets</li><li>No Smoking allowed</li><li>On-site staff</li><li>Ottawa University</li><li>Parks nearby</li><li>Parliament Hill</li><li>Party Room</li><li>Public transit</li><li>Putting Green</li><li>Recreation room</li><li>Salt Water Pool</li><li>Salt water, inground pool</li><li>Sauna</li><li>Schools nearby</li><li>Security onsite</li><li>Shopping nearby</li><li>Squash Court</li><li>Stainless Steel Appliances</li><li>Stove</li><li>Tennis Court</li><li>The Canal</li><li>Tile</li><li>Underground parking</li><li>View of the water</li><li>Views of the Rideau Canal</li><li>Visitor parking</li><li>Walk-in closets</li><li>Washer & Dryer</li><li>Water included</li><li>Waterfront </li><li>Waterfront views</li><li>Wheelchair access</li></ul>",No,2.5,2 + Den,Professional,No,Yes,No,No,1 Year,0,No,No,No,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,Yes,Yes,Yes,No,No,No,,,Apartment,,,,
1488,1512990270.0,https://www.kijiji.ca/v-apartments-condos/ottawa/furnished-1-bedroom-basement-suite-all-inclusive-south-keys/1512990270,", k1a0l5, ottawa, ON",ontario,45.3816277,-75.6822083,1100.0,,"Furnished spacious bright basement suite;

Located behind St-Patrick Catholic high School on Alta Vista drive, South Keys

Close everything and buses (44 & 46), 5 km to downtown

Private washroom & kitchenette

Everything included (hydro, heating, laundry, cable, high speed internet, etc.)

Basement suite has shared entry into the home;

Student, professional, quiet, trustworthy, respectful, clean

Month to month short or long term stay (1 month notice for move out);

$1 100 monthly, first and last months required; (200 extra for additional person)

No pets, no smoking

If you're interested or have any questions, please contact me through kijiji",Yes,1.0,2 + Den,Owner,No,Yes,Yes,Yes,Month-to-month,1,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,No,Yes,No,,,Basement,,,,
1489,1512987772.0,https://www.kijiji.ca/v-apartments-condos/ottawa/beautiful-8-bedroom-4-bathroom-home-for-rent-in-elmvale-acres/1512987772,"Wingate Dr, Ottawa, ON K1G 1S5, Canada",ontario,45.397853999999995,-75.629064,6200.0,,"This newly renovated 8 bedroom house featuring a large master bedroom + ensuite and balcony is eager to be your new home.


- Corner lot

- Double door garage + double-wide driveway

- Large bedrooms

- Large windows with lots of natural light

- Perfect for families, hospital workers, students


Located just minutes away from the General Hospital, CHEO, St. Laurent Shopping Center, Trainyards Shopping District, grocery stores, and restaurants.


Available furnished as it is in the photos or unfurnished.


Please email yazdi@live.ca for more information. Price is firm.",Yes,4.0,5+,Owner,No,No,No,No,1 Year,3+,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,,,House,,,,
1490,1512987705.0,https://www.kijiji.ca/v-apartments-condos/ottawa/2nd-level-bachelor-apartment-for-rent-in-cheney-sept-october-1st/1512987705,", Cheney k0A 2a0 ON, Canada",ontario,45.4394954,-75.24798229999998,950.0,,"Reply with your contact number. Thanks

Located 25 minutes from Ottawa Innes road Home Depot, Russell, South of Ottawa, Orleans, Rockland, Cassellman, 10 minutes from Limoges. Easy commute to Ottawa.

2 year old unit looks like brand new. Prudent use of washer, dryer, dish washer, fridge, stove, heat, water included. Separate entrance and no upstairs neighbor. Ideal for 1 quiet single tenant. Not much storage and limited belongings preferred. Last and First required, also good credit, rental history, proof of income, clean police record needed. Unit has outside staircase going up and may not be suitable for all.

$950 per month plus Hydro (usually $60 per month) for one person.

Check the map to view location of the building. Located South of Orleans and before Bourget.",No,1.0,Bachelor/Studio,Owner,Limited,Yes,Yes,No,1 Year,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,Yes,No,No,No,No,No,Yes,No,,,Apartment,,,,
1491,1512972826.0,https://www.kijiji.ca/v-apartments-condos/ottawa/2-bedroom-apartment-vanier/1512972826,"Altha Ave, Vanier, ON K1L 7C5, Canada",ontario,45.4360809,-75.6579247,1395.0,,"This renovated 2 bedroom apartment in quiet street in a fourplex building, with new flooring, new Kitchen and in suit Laundry. Walking distance to Ottawa's Rideau Centre, Parliament Hill, Ottawa University, Byward Market, Nightlife, Restaurants, close to major bus routes and so much more!",No,1.0,2,Owner,Limited,Yes,Yes,No,1 Year,0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,Yes,No,Yes,No,No,Yes,No,,,Apartment,,,,
1492,1512968336.0,https://www.kijiji.ca/v-apartments-condos/ottawa/4-5-bedroom-2-bath-main-floor-apartment-near-algonquin-carleton/1512968336,"908 Baseline Rd, Ottawa, ON K2C 0A4, Canada",ontario,45.3684085,-75.72306280000002,2400.0,,"This home is a UPPER level apartment with 4 bed plus den 2 full bath in an updated bungalow with open-concept living area, in-suite laundry, 4 parking spots on driveway, a private side entrance to the apartment and large yard. Easy commute to Algonquin College, Carleton University, the University of Ottawa and the Civic Hospital. Suitable for large family, or group of professionals, or group of university students Rent: $2500/mo + hydro & water First and Last month deposit

*Linens and certain furniture/art pieces in photos are not included.

NOTE:

Please treat your inquiry with the respect and seriousness of a job interview. We are looking for trustworthy and respectful tenants. This starts with an email (not a text) that properly introduces yourself and indicates the reason you are hoping to rent our beautiful space. Please provide your name and how many people are in your group. When you fill out our rental application make sure that you have asked your references if you can use them as such on the application. We are landlord's that care about our property and our tenants.",No,2.0,4 + Den,Owner,Limited,No,Yes,No,1 Year,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,No,Yes,No,Yes,No,No,Yes,No,,,Duplex/Triplex,,,,
1493,1512960598.0,https://www.kijiji.ca/v-apartments-condos/ottawa/3-bedroom-2-bathroom-semi-detached-home-in-russell-embrun/1512960598,"Moisson St, Embrun, ON K0A 1W1, Canada",ontario,45.273434,-75.29875,2000.0,,"3 Posted by Peter in for rent, long term rentals in Ottawa / Gatineau Area, Ottawa. July 18, 2020",No,2.0,3,Owner,No,No,No,No,1 Year,3+,Yes,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,Yes,Yes,Yes,Yes,No,,,House,,,,
1494,1512953263.0,https://www.kijiji.ca/v-apartments-condos/ottawa/rideauview-near-carleton-u-3-bedroom-duplex-apartment-available/1512953263,", K2C1S6, ottawa, ON",ontario,45.36561589999999,-75.70821690000001,1700.0,,"Spacious upper floor apartment of a quiet duplex available August/September 1, 2020. Conveniently located in the Rideauview/ Carleton Heights, Hog's Back area. Close to all amenities, schools, parks, bus service, shopping etc.


Apartment includes; 3 bedrooms, 1 bathroom, kitchen (fridge and stove), large living and dining area, hardwood flooring throughout apartment except for kitchen and bathroom (laminate)


Basement; laundry facilities (each apartment has their own separate washer and dryer), large storage unit


Full access to backyard

Parking included


Rent; $1700 + utilities (heat + hot water tank rental and hydro)


References and completed application will be required.",No,1.0,3,Owner,No,Yes,No,No,1 Year,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Yes,Yes,No,Yes,No,Yes,No,No,,,Duplex/Triplex,,,,
1495,1512952159.0,https://www.kijiji.ca/v-apartments-condos/ottawa/4-bedroom-house-for-rent-sandy-hill-area/1512952159,"114 Goulburn Ave, Ottawa, ON K1N 8E1, Canada",ontario,45.4253992,-75.67417990000001,2200.0,,"Semi detached 4 bedroom house for rent. Includes fridge and oven. Conveniently located near University of Ottawa. One parking spot available in front of property. Kitchen and large common area. 12-month lease starting Sept 1, first and last month rent required. $2200 + utilities",No,2.0,4,Owner,No,No,No,No,1 Year,1,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,Yes,Yes,No,Yes,No,No,No,No,,,House,,,,
1496,1512946638.0,https://www.kijiji.ca/v-apartments-condos/ottawa/brand-new-3-bedroom-townhome-in-navan/1512946638,"K1W0N9, Canada",ontario,0.0,0.0,2350.0,,"Newly build - high quality finishings
Finished basement
August 10th 2020",No,2.5,3,Owner,No,No,No,No,1 Year,1,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,No,,,Townhouse,,,,
1497,1512941380.0,https://www.kijiji.ca/v-apartments-condos/ottawa/quiet-downtown-1-bed-1bath-condo-for-rent/1512941380,"K1R6G7, Canada",ontario,45.4166924,-75.70856069999998,2000.0,,"Looking to sublease this well situated, very quiet one bedroom, one bath condo in downtown Ottawa. Steps from green space and dog park with great views of the Gatineau hills. Short walk to transit (LRT Lyon station).

The unit has in-suite laundry and is perfect for professionals. Comes with one underground parking spot and storage locker.

Possibility for renting furnished (all-inclusive) or unfurnished. Short term rental available, very open.

2000$ unfurnished.
2200$ furnished.

Open to discussing what timelines work for you. Possibility to move in sooner as well for various durations.

If ad is up, still available.",No,1.0,1,Owner,Limited,Yes,Yes,No,Month-to-month,1,Yes,No,No,Yes,Yes,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,,,Condo,,,,
1498,1512940971.0,https://www.kijiji.ca/v-apartments-condos/ottawa/beautiful-large-4-bedrooms-luxury-townhouse-with-rooftop-balco/1512940971,"128D Centrepointe Dr, Nepean, ON K2G 4N5, Canada",ontario,45.3424039,-75.76303670000001,2800.0,,"Centre point. Best residence area of Ottawa; Beautiful large 4 bedrooms luxury townhouse with rooftop balcony available July 28, 2020 3 full washrooms, 6 Appliances, double Garage; 1 minute walk to Centre point Library, Theater ,Benfranklin Place. 3 minutes walk to Baseline Bus station. 10 Minutes walk to Algonquin College. 5 Minute Drive to Highway 416/417. 15 minute drive to Downtown Ottawa; please call Amy at 613-224-7506 between 9:00am and 9:00pm .if interested. We can arrange a quick tour of your new home ($2,800 + utilities).",No,3.0,4,Owner,No,No,No,No,1 Year,2,No,No,No,No,No,No,No,No,No,No,No,No,No,No,Outdoors only,Yes,No,Yes,Yes,No,No,Yes,No,,,Townhouse,,,,
